dataset_name,series_description,algorithm,hyperparameters
1031-32-1-1-5-classification.csv,"A multivariate classification time-series dataset consists of 7230 samples and 16 features with 16 numerical and 0 categorical features. Each instance has a window length of 24. The dataset has a sampling rate of 60.0 minutes. The dataset has a missing values percentage of 0.0%. The missing values percentages for numerical features range from 0 to 0 with mean 0.00 and standard deviation 0.00.
 The target column has 3 classes with entropy value 1.37 showing a Unbalanced dataset. Among the 7230 samples the target ground-truth class has changed 1160 times representing a percentage of 16.12%. There are 16 features in the dataset
 Among the numerical predictors, the series has 16 numerical features detected as Stationary out of the 16 numerical features using the dickey-fuller test and the rest are Unstationary. 12 of them are Multiplicative time-series features and the rest are Additive time-series features. There is an average of 0 seasonality components detected in the numerical predictors. The top 0 common seasonality components are represented using sinusoidal waves. The numerical predictors also exhibit skewness values ranging from 0.011. to 18.817 and kurtosis values of 0.65 to 452.85. The fractal dimension analysis yields values ranging from -0.72 to -0.13 indicating a Complex and Irregular time-series structure for the numerical predictors. The correlation values among the numerical predictors have a minimum of -0.94, maximum 1.00, mean 0.10, and standard deviation 0.49. The count of numerical predictors with outliers is 16 with the minimum percentage of 2.65%, maximum percentage of 46.29%, average percentage of 32.23%, and standard deviation percentage of 12.86%.

The dataset is converted into a simple classification task by extracting the previously described features.",XGBoostClassifier,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 20, 'reg_lambda': 0.2}"
2007-25.csv,"A multivariate classification time-series dataset consists of 1262 samples and 9 features with 8 numerical and 1 categorical features. Each instance has a window length of 7. The dataset has a sampling rate of 1440.0 minutes. The dataset has a missing values percentage of 0.0%. The missing values percentages for numerical features range from 0 to 4 with mean 2.88 and standard deviation 1.25. Similarly, the missing values percentages for categorical features range from 0 to 0 with mean 0.0
 The target column has 3 classes with entropy value 0.68 showing a Unbalanced dataset. Among the 1262 samples the target ground-truth class has changed 264 times representing a percentage of 21.20%. There are 9 features in the dataset with a ratio of numerical to categorical features of 8.0.
 Among the numerical predictors, the series has 4 numerical features detected as Stationary out of the 8 numerical features using the dickey-fuller test and the rest are Unstationary. 8 of them are Multiplicative time-series features and the rest are Additive time-series features. There is an average of 16 seasonality components detected in the numerical predictors. The top 3 common seasonality components are represented using sinusoidal waves.  of periods 70,180,420 The numerical predictors also exhibit skewness values ranging from 0.319. to 10.117 and kurtosis values of 0.04 to 167.26. The fractal dimension analysis yields values ranging from -0.94 to -0.68 indicating a Complex and Irregular time-series structure for the numerical predictors. The correlation values among the numerical predictors have a minimum of -0.80, maximum 1.00, mean 0.16, and standard deviation 0.46. The count of numerical predictors with outliers is 5 with the minimum percentage of 0.00%, maximum percentage of 20.48%, average percentage of 3.25%, and standard deviation percentage of 7.02%.
 Among the categorical predictors, the count of symbols ranges from 3 to 3 with a minimum entropy value 0.6842530468016367, maximum entropy 0.6842530468016367, mean 0.6842530468016367, and standard deviation 0.0,
The dataset is converted into a simple classification task by extracting the previously described features.",AdaboostClassifier,"{'estimator': DecisionTreeClassifier(max_depth=1), 'learning_rate': 0.01, 'n_estimators': 50}"
1031-16-2-1-5-classification.csv,"A multivariate classification time-series dataset consists of 7459 samples and 16 features with 16 numerical and 0 categorical features. Each instance has a window length of 24. The dataset has a sampling rate of 60.0 minutes. The dataset has a missing values percentage of 0.0%. The missing values percentages for numerical features range from 0 to 0 with mean 0.00 and standard deviation 0.00.
 The target column has 3 classes with entropy value 1.44 showing a Unbalanced dataset. Among the 7459 samples the target ground-truth class has changed 1443 times representing a percentage of 19.43%. There are 16 features in the dataset
 Among the numerical predictors, the series has 16 numerical features detected as Stationary out of the 16 numerical features using the dickey-fuller test and the rest are Unstationary. 15 of them are Multiplicative time-series features and the rest are Additive time-series features. There is an average of 0 seasonality components detected in the numerical predictors. The top 0 common seasonality components are represented using sinusoidal waves. The numerical predictors also exhibit skewness values ranging from 0.032. to 13.405 and kurtosis values of 0.01 to 217.68. The fractal dimension analysis yields values ranging from -0.70 to -0.12 indicating a Complex and Irregular time-series structure for the numerical predictors. The correlation values among the numerical predictors have a minimum of -0.86, maximum 1.00, mean 0.09, and standard deviation 0.50. The count of numerical predictors with outliers is 16 with the minimum percentage of 0.79%, maximum percentage of 11.62%, average percentage of 7.14%, and standard deviation percentage of 3.91%.

The dataset is converted into a simple classification task by extracting the previously described features.",AdaboostClassifier,"{'estimator': DecisionTreeClassifier(max_depth=2), 'learning_rate': 1.0, 'n_estimators': 50}"
1031-54-2-1-6-classification.csv,"A multivariate classification time-series dataset consists of 6921 samples and 16 features with 15 numerical and 1 categorical features. Each instance has a window length of 24. The dataset has a sampling rate of 60.0 minutes. The dataset has a missing values percentage of 0.0%. The missing values percentages for numerical features range from 0 to 0 with mean 0.00 and standard deviation 0.00. Similarly, the missing values percentages for categorical features range from 0 to 0 with mean 0.0
 The target column has 3 classes with entropy value 1.37 showing a Unbalanced dataset. Among the 6921 samples the target ground-truth class has changed 859 times representing a percentage of 12.47%. There are 16 features in the dataset with a ratio of numerical to categorical features of 15.0.
 Among the numerical predictors, the series has 15 numerical features detected as Stationary out of the 15 numerical features using the dickey-fuller test and the rest are Unstationary. 15 of them are Multiplicative time-series features and the rest are Additive time-series features. There is an average of 0 seasonality components detected in the numerical predictors. The top 0 common seasonality components are represented using sinusoidal waves. The numerical predictors also exhibit skewness values ranging from 0.096. to 1.999 and kurtosis values of 1.56 to 6.74. The fractal dimension analysis yields values ranging from -0.61 to -0.13 indicating a Complex and Irregular time-series structure for the numerical predictors. The correlation values among the numerical predictors have a minimum of -0.92, maximum 1.00, mean 0.10, and standard deviation 0.57. The count of numerical predictors with outliers is 15 with the minimum percentage of 30.10%, maximum percentage of 42.75%, average percentage of 40.32%, and standard deviation percentage of 4.59%.
 Among the categorical predictors, the count of symbols ranges from 69 to 69 with a minimum entropy value 0.30633892870837365, maximum entropy 0.30633892870837365, mean 0.30633892870837365, and standard deviation 0.0,
The dataset is converted into a simple classification task by extracting the previously described features.",ElasticNetClassifier,"{'C': 100.0, 'l1_ratio': 0.001, 'penalty': 'elasticnet', 'solver': 'saga'}"
1031-23-1-1-6-classification.csv,"A multivariate classification time-series dataset consists of 7568 samples and 16 features with 16 numerical and 0 categorical features. Each instance has a window length of 24. The dataset has a sampling rate of 60.0 minutes. The dataset has a missing values percentage of 0.0%. The missing values percentages for numerical features range from 0 to 0 with mean 0.00 and standard deviation 0.00.
 The target column has 3 classes with entropy value 1.35 showing a Unbalanced dataset. Among the 7568 samples the target ground-truth class has changed 474 times representing a percentage of 6.29%. There are 16 features in the dataset
 Among the numerical predictors, the series has 16 numerical features detected as Stationary out of the 16 numerical features using the dickey-fuller test and the rest are Unstationary. 16 of them are Multiplicative time-series features and the rest are Additive time-series features. There is an average of 0 seasonality components detected in the numerical predictors. The top 0 common seasonality components are represented using sinusoidal waves. The numerical predictors also exhibit skewness values ranging from 0.110. to 2.715 and kurtosis values of 1.21 to 21.71. The fractal dimension analysis yields values ranging from -0.62 to -0.04 indicating a Complex and Irregular time-series structure for the numerical predictors. The correlation values among the numerical predictors have a minimum of -0.96, maximum 1.00, mean 0.11, and standard deviation 0.46. The count of numerical predictors with outliers is 16 with the minimum percentage of 25.91%, maximum percentage of 25.91%, average percentage of 25.91%, and standard deviation percentage of 0.00%.

The dataset is converted into a simple classification task by extracting the previously described features.",AdaboostClassifier,"{'estimator': DecisionTreeClassifier(max_depth=2), 'learning_rate': 0.1, 'n_estimators': 50}"
1031-52-2-1-4-classification.csv,"A multivariate classification time-series dataset consists of 6779 samples and 16 features with 16 numerical and 0 categorical features. Each instance has a window length of 24. The dataset has a sampling rate of 60.0 minutes. The dataset has a missing values percentage of 0.0%. The missing values percentages for numerical features range from 0 to 0 with mean 0.00 and standard deviation 0.00.
 The target column has 3 classes with entropy value 1.45 showing a Unbalanced dataset. Among the 6779 samples the target ground-truth class has changed 1407 times representing a percentage of 20.86%. There are 16 features in the dataset
 Among the numerical predictors, the series has 16 numerical features detected as Stationary out of the 16 numerical features using the dickey-fuller test and the rest are Unstationary. 14 of them are Multiplicative time-series features and the rest are Additive time-series features. There is an average of 0 seasonality components detected in the numerical predictors. The top 0 common seasonality components are represented using sinusoidal waves. The numerical predictors also exhibit skewness values ranging from 0.001. to 12.931 and kurtosis values of 0.01 to 208.08. The fractal dimension analysis yields values ranging from -0.70 to -0.11 indicating a Complex and Irregular time-series structure for the numerical predictors. The correlation values among the numerical predictors have a minimum of -0.88, maximum 1.00, mean 0.09, and standard deviation 0.49. The count of numerical predictors with outliers is 15 with the minimum percentage of 0.00%, maximum percentage of 14.90%, average percentage of 7.18%, and standard deviation percentage of 4.36%.

The dataset is converted into a simple classification task by extracting the previously described features.",XGBoostClassifier,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 20, 'reg_lambda': 0.2}"
1031-61-1-5-classification.csv,"A multivariate classification time-series dataset consists of 7668 samples and 13 features with 13 numerical and 0 categorical features. Each instance has a window length of 24. The dataset has a sampling rate of 60.0 minutes. The dataset has a missing values percentage of 0.0%. The missing values percentages for numerical features range from 0 to 0 with mean 0.00 and standard deviation 0.00.
 The target column has 3 classes with entropy value 1.36 showing a Unbalanced dataset. Among the 7668 samples the target ground-truth class has changed 1459 times representing a percentage of 19.11%. There are 13 features in the dataset
 Among the numerical predictors, the series has 13 numerical features detected as Stationary out of the 13 numerical features using the dickey-fuller test and the rest are Unstationary. 11 of them are Multiplicative time-series features and the rest are Additive time-series features. There is an average of 0 seasonality components detected in the numerical predictors. The top 0 common seasonality components are represented using sinusoidal waves. The numerical predictors also exhibit skewness values ranging from 0.005. to 14.677 and kurtosis values of 0.68 to 290.68. The fractal dimension analysis yields values ranging from -0.56 to -0.14 indicating a Complex and Irregular time-series structure for the numerical predictors. The correlation values among the numerical predictors have a minimum of -0.90, maximum 1.00, mean 0.18, and standard deviation 0.50. The count of numerical predictors with outliers is 13 with the minimum percentage of 3.22%, maximum percentage of 35.91%, average percentage of 27.58%, and standard deviation percentage of 9.66%.

The dataset is converted into a simple classification task by extracting the previously described features.",RandomForestClassifier,"{'max_depth': 5, 'n_estimators': 50}"
1031-23-1-1-2-classification.csv,"A multivariate classification time-series dataset consists of 7488 samples and 16 features with 16 numerical and 0 categorical features. Each instance has a window length of 24. The dataset has a sampling rate of 60.0 minutes. The dataset has a missing values percentage of 0.0%. The missing values percentages for numerical features range from 0 to 0 with mean 0.00 and standard deviation 0.00.
 The target column has 3 classes with entropy value 1.35 showing a Unbalanced dataset. Among the 7488 samples the target ground-truth class has changed 195 times representing a percentage of 2.62%. There are 16 features in the dataset
 Among the numerical predictors, the series has 16 numerical features detected as Stationary out of the 16 numerical features using the dickey-fuller test and the rest are Unstationary. 16 of them are Multiplicative time-series features and the rest are Additive time-series features. There is an average of 0 seasonality components detected in the numerical predictors. The top 0 common seasonality components are represented using sinusoidal waves. The numerical predictors also exhibit skewness values ranging from 0.190. to 19.799 and kurtosis values of 5.44 to 396.57. The fractal dimension analysis yields values ranging from -0.29 to -0.06 indicating a Complex and Irregular time-series structure for the numerical predictors. The correlation values among the numerical predictors have a minimum of 0.08, maximum 1.00, mean 0.87, and standard deviation 0.28. The count of numerical predictors with outliers is 16 with the minimum percentage of 12.87%, maximum percentage of 12.87%, average percentage of 12.87%, and standard deviation percentage of 0.00%.

The dataset is converted into a simple classification task by extracting the previously described features.",AdaboostClassifier,"{'estimator': DecisionTreeClassifier(max_depth=1), 'learning_rate': 0.1, 'n_estimators': 50}"
3001-13.csv,"A multivariate classification time-series dataset consists of 144 samples and 2 features with 2 numerical and 0 categorical features. Each instance has a window length of 3. The dataset has a sampling rate of 480.0 minutes. The dataset has a missing values percentage of 0.0%. The missing values percentages for numerical features range from 0 to 0 with mean 0.00 and standard deviation 0.00.
 The target column has 2 classes with entropy value 0.92 showing a Unbalanced dataset. Among the 144 samples the target ground-truth class has changed 88 times representing a percentage of 66.67%. There are 2 features in the dataset
 Among the numerical predictors, the series has 0 numerical features detected as Stationary out of the 2 numerical features using the dickey-fuller test and the rest are Unstationary. 1 of them are Multiplicative time-series features and the rest are Additive time-series features. There is an average of 0 seasonality components detected in the numerical predictors. The top 0 common seasonality components are represented using sinusoidal waves. The numerical predictors also exhibit skewness values ranging from 0.068. to 0.659 and kurtosis values of 0.40 to 0.76. The fractal dimension analysis yields values ranging from -1.38 to -1.37 indicating a Complex and Irregular time-series structure for the numerical predictors. The correlation values among the numerical predictors have a minimum of -0.44, maximum 1.00, mean 0.28, and standard deviation 0.72. The count of numerical predictors with outliers is 0 with the minimum percentage of 0.00%, maximum percentage of 0.00%, average percentage of 0.00%, and standard deviation percentage of 0.00%.

The dataset is converted into a simple classification task by extracting the previously described features.",AdaboostClassifier,"{'estimator': DecisionTreeClassifier(max_depth=3), 'learning_rate': 0.5, 'n_estimators': 50}"
3001-68.csv,"A multivariate classification time-series dataset consists of 576 samples and 1 features with 1 numerical and 0 categorical features. Each instance has a window length of 4. The dataset has a sampling rate of 360.0 minutes. The dataset has a missing values percentage of 0.0%. The missing values percentages for numerical features range from 1 to 1 with mean 1.00
 The target column has 3 classes with entropy value 1.50 showing a Unbalanced dataset. Among the 576 samples the target ground-truth class has changed 559 times representing a percentage of 99.47%. There are 1 features in the dataset
 Among the numerical predictors, the series has 0 numerical features detected as Stationary out of the 1 numerical features using the dickey-fuller test and the rest are Unstationary. 0 of them are Multiplicative time-series features and the rest are Additive time-series features. There is an average of 1 seasonality components detected in the numerical predictors. The top 1 common seasonality components are represented using sinusoidal waves.  of periods 27 The numerical predictors also exhibit skewness values ranging from 0.033. to 0.033 and kurtosis values of 0.54 to 0.54. The fractal dimension analysis yields values ranging from -1.21 to -1.21 indicating a Complex and Irregular time-series structure for the numerical predictors. The correlation values among the numerical predictors have a minimum of 1.00, maximum 1.00, mean 1.00, and standard deviation 0.00. The count of numerical predictors with outliers is 0 with the minimum percentage of 0.00%, maximum percentage of 0.00%, average percentage of 0.00%,

The dataset is converted into a simple classification task by extracting the previously described features.",RandomForestClassifier,"{'max_depth': 10, 'n_estimators': 200}"
1031-35-1-1-4-classification.csv,"A multivariate classification time-series dataset consists of 7607 samples and 16 features with 16 numerical and 0 categorical features. Each instance has a window length of 24. The dataset has a sampling rate of 60.0 minutes. The dataset has a missing values percentage of 0.0%. The missing values percentages for numerical features range from 0 to 0 with mean 0.00 and standard deviation 0.00.
 The target column has 3 classes with entropy value 1.45 showing a Unbalanced dataset. Among the 7607 samples the target ground-truth class has changed 1581 times representing a percentage of 20.88%. There are 16 features in the dataset
 Among the numerical predictors, the series has 16 numerical features detected as Stationary out of the 16 numerical features using the dickey-fuller test and the rest are Unstationary. 14 of them are Multiplicative time-series features and the rest are Additive time-series features. There is an average of 0 seasonality components detected in the numerical predictors. The top 0 common seasonality components are represented using sinusoidal waves. The numerical predictors also exhibit skewness values ranging from 0.026. to 13.319 and kurtosis values of 0.13 to 257.52. The fractal dimension analysis yields values ranging from -0.70 to -0.12 indicating a Complex and Irregular time-series structure for the numerical predictors. The correlation values among the numerical predictors have a minimum of -0.97, maximum 1.00, mean 0.09, and standard deviation 0.50. The count of numerical predictors with outliers is 16 with the minimum percentage of 0.90%, maximum percentage of 14.16%, average percentage of 6.72%, and standard deviation percentage of 3.82%.

The dataset is converted into a simple classification task by extracting the previously described features.",XGBoostClassifier,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 20, 'reg_lambda': 0.2}"
1031-22-1-1-5-classification.csv,"A multivariate classification time-series dataset consists of 7616 samples and 16 features with 16 numerical and 0 categorical features. Each instance has a window length of 24. The dataset has a sampling rate of 60.0 minutes. The dataset has a missing values percentage of 0.0%. The missing values percentages for numerical features range from 0 to 0 with mean 0.00 and standard deviation 0.00.
 The target column has 3 classes with entropy value 1.44 showing a Unbalanced dataset. Among the 7616 samples the target ground-truth class has changed 519 times representing a percentage of 6.84%. There are 16 features in the dataset
 Among the numerical predictors, the series has 2 numerical features detected as Stationary out of the 16 numerical features using the dickey-fuller test and the rest are Unstationary. 16 of them are Multiplicative time-series features and the rest are Additive time-series features. There is an average of 0 seasonality components detected in the numerical predictors. The top 0 common seasonality components are represented using sinusoidal waves. The numerical predictors also exhibit skewness values ranging from 0.395. to 2.238 and kurtosis values of 0.26 to 4.31. The fractal dimension analysis yields values ranging from -0.17 to -0.11 indicating a Complex and Irregular time-series structure for the numerical predictors. The correlation values among the numerical predictors have a minimum of 0.25, maximum 1.00, mean 0.89, and standard deviation 0.21. The count of numerical predictors with outliers is 16 with the minimum percentage of 8.84%, maximum percentage of 43.15%, average percentage of 13.16%, and standard deviation percentage of 11.71%.

The dataset is converted into a simple classification task by extracting the previously described features.",XGBoostClassifier,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 20, 'reg_lambda': 0.2}"
1031-38-2-1-3-classification.csv,"A multivariate classification time-series dataset consists of 7652 samples and 16 features with 16 numerical and 0 categorical features. Each instance has a window length of 24. The dataset has a sampling rate of 60.0 minutes. The dataset has a missing values percentage of 0.0%. The missing values percentages for numerical features range from 0 to 0 with mean 0.00 and standard deviation 0.00.
 The target column has 3 classes with entropy value 1.41 showing a Unbalanced dataset. Among the 7652 samples the target ground-truth class has changed 1386 times representing a percentage of 18.19%. There are 16 features in the dataset
 Among the numerical predictors, the series has 16 numerical features detected as Stationary out of the 16 numerical features using the dickey-fuller test and the rest are Unstationary. 16 of them are Multiplicative time-series features and the rest are Additive time-series features. There is an average of 0 seasonality components detected in the numerical predictors. The top 0 common seasonality components are represented using sinusoidal waves. The numerical predictors also exhibit skewness values ranging from 0.079. to 12.279 and kurtosis values of 0.00 to 185.97. The fractal dimension analysis yields values ranging from -0.70 to -0.11 indicating a Complex and Irregular time-series structure for the numerical predictors. The correlation values among the numerical predictors have a minimum of -0.97, maximum 1.00, mean 0.12, and standard deviation 0.52. The count of numerical predictors with outliers is 16 with the minimum percentage of 3.05%, maximum percentage of 19.35%, average percentage of 9.86%, and standard deviation percentage of 5.91%.

The dataset is converted into a simple classification task by extracting the previously described features.",AdaboostClassifier,"{'estimator': DecisionTreeClassifier(max_depth=2), 'learning_rate': 1.0, 'n_estimators': 50}"
1016-4-2-2-classification.csv,"A multivariate classification time-series dataset consists of 7109 samples and 12 features with 4 numerical and 8 categorical features. Each instance has a window length of 24. The dataset has a sampling rate of 60.0 minutes. The dataset has a missing values percentage of 0.0%. The missing values percentages for numerical features range from 0 to 0 with mean 0.00 and standard deviation 0.00. Similarly, the missing values percentages for categorical features range from 0 to 0 with mean 0.0 and standard deviation 0.0.
 The target column has 2 classes with entropy value 0.97 showing a Unbalanced dataset. Among the 7109 samples the target ground-truth class has changed 280 times representing a percentage of 3.96%. There are 12 features in the dataset with a ratio of numerical to categorical features of 0.5.
 Among the numerical predictors, the series has 4 numerical features detected as Stationary out of the 4 numerical features using the dickey-fuller test and the rest are Unstationary. 4 of them are Multiplicative time-series features and the rest are Additive time-series features. There is an average of 2 seasonality components detected in the numerical predictors. The top 2 common seasonality components are represented using sinusoidal waves.  of periods 109,374 The numerical predictors also exhibit skewness values ranging from 0.229. to 0.423 and kurtosis values of 0.11 to 0.76. The fractal dimension analysis yields values ranging from -0.51 to -0.07 indicating a Complex and Irregular time-series structure for the numerical predictors. The correlation values among the numerical predictors have a minimum of 0.01, maximum 1.00, mean 0.63, and standard deviation 0.46. The count of numerical predictors with outliers is 3 with the minimum percentage of 0.00%, maximum percentage of 0.71%, average percentage of 0.22%, and standard deviation percentage of 0.33%.
 Among the categorical predictors, the count of symbols ranges from 9 to 57 with a minimum entropy value 1.4352297639760092, maximum entropy 5.2816792235662895, mean 3.707313192916735, and standard deviation 1.4285948100125525,
The dataset is converted into a simple classification task by extracting the previously described features.",LassoClassifier,"{'C': 10.57371263440564, 'penalty': 'l1', 'solver': 'saga'}"
1028-13-classification.csv,"A multivariate classification time-series dataset consists of 6231 samples and 8 features with 8 numerical and 0 categorical features. Each instance has a window length of 7. The dataset has a sampling rate of 1440.0 minutes. The dataset has a missing values percentage of 0.0%. The missing values percentages for numerical features range from 0 to 0 with mean 0.00 and standard deviation 0.00.
 The target column has 2 classes with entropy value 0.97 showing a Unbalanced dataset. Among the 6231 samples the target ground-truth class has changed 59 times representing a percentage of 0.95%. There are 8 features in the dataset
 Among the numerical predictors, the series has 2 numerical features detected as Stationary out of the 8 numerical features using the dickey-fuller test and the rest are Unstationary. 8 of them are Multiplicative time-series features and the rest are Additive time-series features. There is an average of 0 seasonality components detected in the numerical predictors. The top 0 common seasonality components are represented using sinusoidal waves. The numerical predictors also exhibit skewness values ranging from 1.227. to 1.623 and kurtosis values of 0.19 to 4.98. The fractal dimension analysis yields values ranging from -0.63 to -0.29 indicating a Complex and Irregular time-series structure for the numerical predictors. The correlation values among the numerical predictors have a minimum of -0.61, maximum 1.00, mean 0.41, and standard deviation 0.75. The count of numerical predictors with outliers is 4 with the minimum percentage of 0.00%, maximum percentage of 2.86%, average percentage of 0.57%, and standard deviation percentage of 1.10%.

The dataset is converted into a simple classification task by extracting the previously described features.",AdaboostClassifier,"{'estimator': DecisionTreeClassifier(max_depth=5), 'learning_rate': 0.5, 'n_estimators': 250}"
1031-95-1-1-classification.csv,"A multivariate classification time-series dataset consists of 5840 samples and 16 features with 16 numerical and 0 categorical features. Each instance has a window length of 24. The dataset has a sampling rate of 60.0 minutes. The dataset has a missing values percentage of 0.0%. The missing values percentages for numerical features range from 0 to 0 with mean 0.00 and standard deviation 0.00.
 The target column has 3 classes with entropy value 1.49 showing a Unbalanced dataset. Among the 5840 samples the target ground-truth class has changed 1384 times representing a percentage of 23.84%. There are 16 features in the dataset
 Among the numerical predictors, the series has 16 numerical features detected as Stationary out of the 16 numerical features using the dickey-fuller test and the rest are Unstationary. 14 of them are Multiplicative time-series features and the rest are Additive time-series features. There is an average of 0 seasonality components detected in the numerical predictors. The top 0 common seasonality components are represented using sinusoidal waves. The numerical predictors also exhibit skewness values ranging from 0.000. to 12.020 and kurtosis values of 0.04 to 196.57. The fractal dimension analysis yields values ranging from -0.72 to -0.13 indicating a Complex and Irregular time-series structure for the numerical predictors. The correlation values among the numerical predictors have a minimum of -0.98, maximum 1.00, mean 0.12, and standard deviation 0.48. The count of numerical predictors with outliers is 16 with the minimum percentage of 0.02%, maximum percentage of 13.99%, average percentage of 5.73%, and standard deviation percentage of 3.90%.

The dataset is converted into a simple classification task by extracting the previously described features.",XGBoostClassifier,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 20, 'reg_lambda': 0.2}"
1031-47-1-1-2-classification.csv,"A multivariate classification time-series dataset consists of 7398 samples and 16 features with 16 numerical and 0 categorical features. Each instance has a window length of 24. The dataset has a sampling rate of 60.0 minutes. The dataset has a missing values percentage of 0.0%. The missing values percentages for numerical features range from 0 to 0 with mean 0.00 and standard deviation 0.00.
 The target column has 3 classes with entropy value 1.37 showing a Unbalanced dataset. Among the 7398 samples the target ground-truth class has changed 1172 times representing a percentage of 15.92%. There are 16 features in the dataset
 Among the numerical predictors, the series has 16 numerical features detected as Stationary out of the 16 numerical features using the dickey-fuller test and the rest are Unstationary. 16 of them are Multiplicative time-series features and the rest are Additive time-series features. There is an average of 0 seasonality components detected in the numerical predictors. The top 0 common seasonality components are represented using sinusoidal waves. The numerical predictors also exhibit skewness values ranging from 0.029. to 16.260 and kurtosis values of 0.41 to 327.08. The fractal dimension analysis yields values ranging from -0.63 to -0.12 indicating a Complex and Irregular time-series structure for the numerical predictors. The correlation values among the numerical predictors have a minimum of -0.79, maximum 1.00, mean 0.09, and standard deviation 0.52. The count of numerical predictors with outliers is 16 with the minimum percentage of 2.55%, maximum percentage of 37.02%, average percentage of 27.20%, and standard deviation percentage of 10.61%.

The dataset is converted into a simple classification task by extracting the previously described features.",AdaboostClassifier,"{'estimator': DecisionTreeClassifier(max_depth=2), 'learning_rate': 1.0, 'n_estimators': 50}"
1031-9-2-1-4-classification.csv,"A multivariate classification time-series dataset consists of 7515 samples and 16 features with 16 numerical and 0 categorical features. Each instance has a window length of 24. The dataset has a sampling rate of 60.0 minutes. The dataset has a missing values percentage of 0.0%. The missing values percentages for numerical features range from 0 to 0 with mean 0.00 and standard deviation 0.00.
 The target column has 3 classes with entropy value 1.48 showing a Unbalanced dataset. Among the 7515 samples the target ground-truth class has changed 1572 times representing a percentage of 21.01%. There are 16 features in the dataset
 Among the numerical predictors, the series has 16 numerical features detected as Stationary out of the 16 numerical features using the dickey-fuller test and the rest are Unstationary. 13 of them are Multiplicative time-series features and the rest are Additive time-series features. There is an average of 0 seasonality components detected in the numerical predictors. The top 0 common seasonality components are represented using sinusoidal waves. The numerical predictors also exhibit skewness values ranging from 0.023. to 22.826 and kurtosis values of 0.17 to 787.97. The fractal dimension analysis yields values ranging from -0.68 to -0.11 indicating a Complex and Irregular time-series structure for the numerical predictors. The correlation values among the numerical predictors have a minimum of -0.97, maximum 1.00, mean 0.12, and standard deviation 0.51. The count of numerical predictors with outliers is 16 with the minimum percentage of 0.04%, maximum percentage of 18.37%, average percentage of 6.02%, and standard deviation percentage of 5.72%.

The dataset is converted into a simple classification task by extracting the previously described features.",RandomForestClassifier,"{'max_depth': 10, 'n_estimators': 30}"
1031-7-2-1-3-classification.csv,"A multivariate classification time-series dataset consists of 6729 samples and 16 features with 16 numerical and 0 categorical features. Each instance has a window length of 24. The dataset has a sampling rate of 60.0 minutes. The dataset has a missing values percentage of 0.0%. The missing values percentages for numerical features range from 0 to 0 with mean 0.00 and standard deviation 0.00.
 The target column has 3 classes with entropy value 1.36 showing a Unbalanced dataset. Among the 6729 samples the target ground-truth class has changed 888 times representing a percentage of 13.26%. There are 16 features in the dataset
 Among the numerical predictors, the series has 16 numerical features detected as Stationary out of the 16 numerical features using the dickey-fuller test and the rest are Unstationary. 16 of them are Multiplicative time-series features and the rest are Additive time-series features. There is an average of 0 seasonality components detected in the numerical predictors. The top 0 common seasonality components are represented using sinusoidal waves. The numerical predictors also exhibit skewness values ranging from 0.255. to 19.964 and kurtosis values of 1.02 to 508.42. The fractal dimension analysis yields values ranging from -0.64 to -0.12 indicating a Complex and Irregular time-series structure for the numerical predictors. The correlation values among the numerical predictors have a minimum of -0.92, maximum 1.00, mean 0.11, and standard deviation 0.53. The count of numerical predictors with outliers is 16 with the minimum percentage of 2.40%, maximum percentage of 46.50%, average percentage of 35.17%, and standard deviation percentage of 14.89%.

The dataset is converted into a simple classification task by extracting the previously described features.",ElasticNetClassifier,"{'C': 181.8181818181818, 'l1_ratio': 0.00055, 'penalty': 'elasticnet', 'solver': 'saga'}"
