dataset_name,series_description,algorithm,hyperparameters
1031-40-1-1-3.csv,"A multivariate regression time-series dataset consists of 7507 instances and 17 features. The percentage of numerical features to categorical features in the dataset is 4.33  The dataset has a sampling rate of 60.0 minutes. The percentage of missing values in the target column is 0.0%. he missing values percentages for numerical features range from 0% to 526300% with mean 60415.38%, and standard deviation 150974.36%.Similarly, the missing values percentages for categorical features range from 0% to 0% with mean 0.0%, and standard deviation 0.0%. The target series has a minimum value -9999.0, maximum value 37.3, median 24.6, mean 7.053775346851652, and average standard deviation of 0.02410160177621337 for the 10 percentiles. The series is detected as stationary using dickey fuller test . The series has 6 significant lags observed using the partial autocorrelation function (pACF), the pACF values for these 6 lags ranges from 0.49888477068849274 for the lag number 1 to 0.036794008859842166 for the lag number 6.There are no insignificant lags in between the first and the last significant ones. The series looks to be a multiplicative time-series with a linear trend.  There are no seasonality components detected in the series The series exhibits a skewness value of 23.077129199543272 and a kurtosis value of 530.7255223784662. The Fractal dimension analysis yields a value of -0.47640260515930755, indicating a Complex and irregular time-series structure.  Among the numerical predictors, the series has 100.0% of the numerical features detected as stationary. There are no seasonality components detected in the numerical predictors. the numerical predictors also exhibit skewness values ranging from 0.03842188209261746 to 23.078818930266358, and kurtosis values of 1.9260051208182094 to 530.7774213108369. The fractal dimension analysis yields values ranging from -0.7832528313312932 to -0.05917197846531117 indicating a Complex and irregular time-series structure for the numerical predictors. The correlation values among the numerical predictors have a minimum of -0.05429524398173203, maximum 1.0, mean 0.7714697342860536, and standard deviation 0.3498510805673039. Among the categorical predictors, the count of symbols ranges from 61 to 69 with a minimum entropy value 4.386655948425213, maximum entropy 4.976734717306753, mean 4.687922017058281, and standard deviation 0.24105954058320708. The dataset is converted into a simple regression task by extracting the previously described features.",ElasticNetRegressor,"{'l1_ratio': 0.3, 'random_state': 42, 'selection': 'random'}"
1031-59-1-1-4.csv,"A multivariate regression time-series dataset consists of 7038 instances and 17 features. The percentage of numerical features to categorical features in the dataset is 2.2  The dataset has a sampling rate of 60.0 minutes. The percentage of missing values in the target column is 0.0%. he missing values percentages for numerical features range from 0% to 211500% with mean 20263.64%, and standard deviation 63449.83%.Similarly, the missing values percentages for categorical features range from 0% to 220400% with mean 44080.0%, and standard deviation 98565.88%. The target series has a minimum value 19.7, maximum value 36.1, median 24.8, mean 26.00436886295717, and average standard deviation of 0.206465261084748 for the 10 percentiles. The series is detected as stationary using dickey fuller test . The series has 10 significant lags observed using the partial autocorrelation function (pACF), the pACF values for these 10 lags ranges from 0.9268828245728054 for the lag number 1 to -0.08619425777607637 for the lag number 10.There are no insignificant lags in between the first and the last significant ones. The series looks to be a multiplicative time-series with a linear trend.  There are no seasonality components detected in the series The series exhibits a skewness value of 0.5874467388638606 and a kurtosis value of 0.913227782066476. The Fractal dimension analysis yields a value of -0.14731773339334087, indicating a Complex and irregular time-series structure.  Among the numerical predictors, the series has 100.0% of the numerical features detected as stationary. There are no seasonality components detected in the numerical predictors. the numerical predictors also exhibit skewness values ranging from 0.006070918924050605 to 1.8981497404328918, and kurtosis values of 0.30370101604428923 to 5.448700791077011. The fractal dimension analysis yields values ranging from -0.7574105466719444 to -0.0723697569410795 indicating a Complex and irregular time-series structure for the numerical predictors. The correlation values among the numerical predictors have a minimum of -0.38452666117753753, maximum 1.0, mean 0.2622073580150292, and standard deviation 0.4476908802827892. Among the categorical predictors, the count of symbols ranges from 37 to 69 with a minimum entropy value 0.26127441540249785, maximum entropy 5.4855358465491975, mean 4.284141224365385, and standard deviation 2.0179693439947233. The dataset is converted into a simple regression task by extracting the previously described features.",RandomForestRegressor,"{'max_depth': 20, 'n_estimators': 400, 'random_state': 42}"
1031-27-2-1-2.csv,"A multivariate regression time-series dataset consists of 7887 instances and 17 features. All features in the dataset are numerical.  The dataset has a sampling rate of 60.0 minutes. The percentage of missing values in the target column is 23.13%. he missing values percentages for numerical features range from 182400% to 346600% with mean 193312.5%, and standard deviation 40881.27%. The target series has a minimum value 19.0, maximum value 36.1, median 26.355302682321827, mean 27.099135824461825, and average standard deviation of 0.17442324992614364 for the 10 percentiles. The series is detected as stationary using dickey fuller test . The series has 10 significant lags observed using the partial autocorrelation function (pACF), the pACF values for these 10 lags ranges from 0.939256227800925 for the lag number 1 to -0.05989317930241864 for the lag number 10.There are no insignificant lags in between the first and the last significant ones. The series looks to be a multiplicative time-series with a linear trend.  There are no seasonality components detected in the series The series exhibits a skewness value of 0.4121792656981905 and a kurtosis value of 0.8722015409568913. The Fractal dimension analysis yields a value of -0.1300384611203598, indicating a Complex and irregular time-series structure.  Among the numerical predictors, the series has 100.0% of the numerical features detected as stationary. There are no seasonality components detected in the numerical predictors. the numerical predictors also exhibit skewness values ranging from 0.13403200930116635 to 16.074081086687496, and kurtosis values of 0.013206147327685436 to 336.5966010333745. The fractal dimension analysis yields values ranging from -0.7937445605787055 to -0.07982120242840657 indicating a Complex and irregular time-series structure for the numerical predictors. The correlation values among the numerical predictors have a minimum of -0.9429356226649717, maximum 1.0, mean 0.12537366069311054, and standard deviation 0.49731471193087307.  The dataset is converted into a simple regression task by extracting the previously described features.",RandomForestRegressor,"{'max_depth': 20, 'n_estimators': 400, 'random_state': 42}"
1031-14-2-1-2.csv,"A multivariate regression time-series dataset consists of 7443 instances and 16 features. The percentage of numerical features to categorical features in the dataset is 2.75  The dataset has a sampling rate of 60.0 minutes. The percentage of missing values in the target column is 0.0%. he missing values percentages for numerical features range from 0% to 215000% with mean 19545.45%, and standard deviation 64824.94%.Similarly, the missing values percentages for categorical features range from 0% to 0% with mean 0.0%, and standard deviation 0.0%. The target series has a minimum value 14.3, maximum value 36.9, median 24.1, mean 24.896272874058123, and average standard deviation of 0.17370840413457733 for the 10 percentiles. The series is detected as stationary using dickey fuller test . The series has 8 significant lags observed using the partial autocorrelation function (pACF), the pACF values for these 8 lags ranges from 0.9484741686295569 for the lag number 1 to 0.031194756856068654 for the lag number 9. There exist 2 insignificant lags at these indices 7,8 between the first and the last significant ones.  The series looks to be a multiplicative time-series with a linear trend.  There are no seasonality components detected in the series The series exhibits a skewness value of 0.3532463964744037 and a kurtosis value of 0.27997926514192173. The Fractal dimension analysis yields a value of -0.11241197091456297, indicating a Complex and irregular time-series structure.  Among the numerical predictors, the series has 100.0% of the numerical features detected as stationary. There are no seasonality components detected in the numerical predictors. the numerical predictors also exhibit skewness values ranging from 0.040632725808388136 to 1.1490005424676362, and kurtosis values of 0.004005412940345288 to 1.442264497647325. The fractal dimension analysis yields values ranging from -0.8519651035690349 to -0.06942523394243451 indicating a Complex and irregular time-series structure for the numerical predictors. The correlation values among the numerical predictors have a minimum of -0.4985604119918313, maximum 1.0, mean 0.2590511101691127, and standard deviation 0.5157546303218372. Among the categorical predictors, the count of symbols ranges from 55 to 68 with a minimum entropy value 3.759019702483354, maximum entropy 5.1745313409843074, mean 4.7219484538253225, and standard deviation 0.5639715530785302. The dataset is converted into a simple regression task by extracting the previously described features.",XGBoostRegressor,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 50, 'random_state': 42, 'subsample': 0.8}"
1031-17-1-1-4.csv,"A multivariate regression time-series dataset consists of 7409 instances and 17 features. The percentage of numerical features to categorical features in the dataset is 15.0  The dataset has a sampling rate of 60.0 minutes. The percentage of missing values in the target column is 1.47%. he missing values percentages for numerical features range from 10900% to 230400% with mean 25540.0%, and standard deviation 56672.82%. The target series has a minimum value 12.1, maximum value 33.3, median 23.2, mean 23.98382212214156, and average standard deviation of 0.15221414095598904 for the 10 percentiles. The series is detected as stationary using dickey fuller test . The series has 7 significant lags observed using the partial autocorrelation function (pACF), the pACF values for these 7 lags ranges from 0.9379682160408549 for the lag number 1 to -0.02980394022040489 for the lag number 7.There are no insignificant lags in between the first and the last significant ones. The series looks to be a multiplicative time-series with a linear trend.  There are no seasonality components detected in the series The series exhibits a skewness value of 0.25089018875263336 and a kurtosis value of 0.11553057972701275. The Fractal dimension analysis yields a value of -0.21022269138179053, indicating a Complex and irregular time-series structure.  Among the numerical predictors, the series has 100.0% of the numerical features detected as stationary. There are no seasonality components detected in the numerical predictors. the numerical predictors also exhibit skewness values ranging from 0.11269732783689548 to 17.93943404853368, and kurtosis values of 0.04214179387830974 to 490.71824956722406. The fractal dimension analysis yields values ranging from -0.7562034529891573 to -0.12108197964897796 indicating a Complex and irregular time-series structure for the numerical predictors. The correlation values among the numerical predictors have a minimum of -0.7810090785541837, maximum 1.0, mean 0.09884836006445043, and standard deviation 0.5255091655992501. Among the categorical predictors, the count of symbols ranges from 65 to 65 with a minimum entropy value 5.188358265790271, maximum entropy 5.188358265790271, mean 5.188358265790271, and standard deviation 0.0. The dataset is converted into a simple regression task by extracting the previously described features.",RandomForestRegressor,"{'max_depth': 20, 'n_estimators': 400, 'random_state': 42}"
1031-51-1-1-3.csv,"A multivariate regression time-series dataset consists of 6723 instances and 17 features. The percentage of numerical features to categorical features in the dataset is 3.0  The dataset has a sampling rate of 60.0 minutes. The percentage of missing values in the target column is 24.56%. he missing values percentages for numerical features range from 165100% to 314000% with mean 177641.67%, and standard deviation 42941.83%.Similarly, the missing values percentages for categorical features range from 165100% to 239100% with mean 183650.0%, and standard deviation 36966.79%. The target series has a minimum value 16.4, maximum value 35.3, median 24.0, mean 25.049393285835183, and average standard deviation of 0.16109735209694026 for the 10 percentiles. The series is detected as stationary using dickey fuller test . The series has 10 significant lags observed using the partial autocorrelation function (pACF), the pACF values for these 10 lags ranges from 0.9368672220144375 for the lag number 1 to -0.038585740359870356 for the lag number 10.There are no insignificant lags in between the first and the last significant ones. The series looks to be a multiplicative time-series with a linear trend.  There are no seasonality components detected in the series The series exhibits a skewness value of 0.6807959455400351 and a kurtosis value of 0.33241730691488325. The Fractal dimension analysis yields a value of -0.15634050591852477, indicating a Complex and irregular time-series structure.  Among the numerical predictors, the series has 100.0% of the numerical features detected as stationary. There are no seasonality components detected in the numerical predictors. the numerical predictors also exhibit skewness values ranging from 0.06923609299668967 to 1.3947673785945989, and kurtosis values of 0.07562615621752489 to 4.398009078327341. The fractal dimension analysis yields values ranging from -0.8252786418562804 to -0.09774158507815349 indicating a Complex and irregular time-series structure for the numerical predictors. The correlation values among the numerical predictors have a minimum of -0.9181637896321548, maximum 1.0, mean 0.17298440795222436, and standard deviation 0.4964945379241526. Among the categorical predictors, the count of symbols ranges from 35 to 65 with a minimum entropy value 0.1850944101490931, maximum entropy 5.010944381870088, mean 3.741324196530277, and standard deviation 2.0556897197434134. The dataset is converted into a simple regression task by extracting the previously described features.",XGBoostRegressor,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 50, 'random_state': 42, 'subsample': 0.8}"
1031-58-2-1-5.csv,"A multivariate regression time-series dataset consists of 6779 instances and 15 features. The percentage of numerical features to categorical features in the dataset is 2.5  The dataset has a sampling rate of 60.0 minutes. The percentage of missing values in the target column is 0.0%. he missing values percentages for numerical features range from 0% to 306400% with mean 42190.0%, and standard deviation 99677.95%.Similarly, the missing values percentages for categorical features range from 0% to 0% with mean 0.0%, and standard deviation 0.0%. The target series has a minimum value -9999.0, maximum value 35.2, median 23.9, mean -3004.3767582742316, and average standard deviation of 0.2468875685650415 for the 10 percentiles. The series is detected as stationary using dickey fuller test . The series has 2 significant lags observed using the partial autocorrelation function (pACF), the pACF values for these 2 lags ranges from 0.9164253940906841 for the lag number 1 to -0.03459787663342717 for the lag number 3. There exist 1 insignificant lags at these indices 2 between the first and the last significant ones.  The series looks to be a multiplicative time-series with a linear trend.  There are no seasonality components detected in the series The series exhibits a skewness value of 0.8611246394885692 and a kurtosis value of 1.2588348350902492. The Fractal dimension analysis yields a value of -0.03920876739347464, indicating a Complex and irregular time-series structure.  Among the numerical predictors, the series has 90.0% of the numerical features detected as stationary. There are no seasonality components detected in the numerical predictors. the numerical predictors also exhibit skewness values ranging from 0.13320277291935273 to 0.8657080323232564, and kurtosis values of 1.2509185664032823 to 1.7465169099223663. The fractal dimension analysis yields values ranging from -0.16662383569606645 to -0.0388120025689756 indicating a Complex and irregular time-series structure for the numerical predictors. The correlation values among the numerical predictors have a minimum of 0.7730825826760281, maximum 1.0, mean 0.9537886204053098, and standard deviation 0.07790672551904251. Among the categorical predictors, the count of symbols ranges from 2 to 62 with a minimum entropy value 0.883017884297337, maximum entropy 4.493634640295403, mean 3.5073910430104194, and standard deviation 1.5174627551541786. The dataset is converted into a simple regression task by extracting the previously described features.",LightgbmRegressor,"{'bagging_freq': 1, 'boosting_type': 'gbdt', 'colsample_bytree': 1.0, 'learning_rate': 0.5, 'max_depth': 5, 'min_gain_to_split': 0.1, 'n_estimators': 100, 'num_leaves': 100, 'random_state': 42, 'reg_alpha': 0.01, 'reg_lambda': 0.01, 'verbosity': -1}"
1020-38-2.csv,"A multivariate regression time-series dataset consists of 7012 instances and 12 features. The percentage of numerical features to categorical features in the dataset is 4.5  The dataset has a sampling rate of 60.0 minutes. The percentage of missing values in the target column is 2.57%. he missing values percentages for numerical features range from 0% to 21000% with mean 10277.78%, and standard deviation 9856.57%.Similarly, the missing values percentages for categorical features range from 0% to 300% with mean 150.0%, and standard deviation 212.13%. The target series has a minimum value 3.0, maximum value 993.0, median 79.0, mean 96.24918928681085, and average standard deviation of 0.07540137924231602 for the 10 percentiles. The series is detected as stationary using dickey fuller test . The series has 4 significant lags observed using the partial autocorrelation function (pACF), the pACF values for these 4 lags ranges from 0.9241806270431094 for the lag number 1 to 0.05043755871984677 for the lag number 8. There exist 4 insignificant lags at these indices 2,4,5,7 between the first and the last significant ones.  The series looks to be a multiplicative time-series with a linear trend.  There are 1 seasonality components detected in this series represented as sinusoidal waves with periods 60. The series exhibits a skewness value of 1.6259683228498525 and a kurtosis value of 6.262771918356838. The Fractal dimension analysis yields a value of -0.4545259668395222, indicating a Complex and irregular time-series structure.  Among the numerical predictors, the series has 88.89% of the numerical features detected as stationary. There is an average of 0.1111111111111111 seasonality components detected in the numerical predictors. The top are 1 common seasonality components are represented using sinusoidal waves of periods 12. the numerical predictors also exhibit skewness values ranging from 0.2666877907040667 to 3.007916909023943, and kurtosis values of 0.49025165541670557 to 11.074691341260806. The fractal dimension analysis yields values ranging from -0.7616620243242683 to -0.10518614237456957 indicating a Complex and irregular time-series structure for the numerical predictors. The correlation values among the numerical predictors have a minimum of -0.7753508326199123, maximum 1.0, mean 0.1592069799952805, and standard deviation 0.4687759565517024. Among the categorical predictors, the count of symbols ranges from 17 to 57 with a minimum entropy value 0.42155640860651095, maximum entropy 3.8645926549794143, mean 2.1430745317929625, and standard deviation 1.7215181231864516. The dataset is converted into a simple regression task by extracting the previously described features.",XGBoostRegressor,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 50, 'random_state': 42, 'subsample': 0.8}"
1031-13-2-1-1.csv,"A multivariate regression time-series dataset consists of 7025 instances and 17 features. The percentage of numerical features to categorical features in the dataset is 7.0  The dataset has a sampling rate of 60.0 minutes. The percentage of missing values in the target column is 0.0%. he missing values percentages for numerical features range from 0% to 211300% with mean 15157.14%, and standard deviation 56453.82%.Similarly, the missing values percentages for categorical features range from 0% to 0% with mean 0.0%, and standard deviation 0.0%. The target series has a minimum value 16.4, maximum value 38.0, median 25.3, mean 26.63775306529798, and average standard deviation of 0.1888005867894738 for the 10 percentiles. The series is detected as stationary using dickey fuller test . The series has 8 significant lags observed using the partial autocorrelation function (pACF), the pACF values for these 8 lags ranges from 0.9419689937049632 for the lag number 1 to -0.057306214627902106 for the lag number 8.There are no insignificant lags in between the first and the last significant ones. The series looks to be a multiplicative time-series with a linear trend.  There are no seasonality components detected in the series The series exhibits a skewness value of 0.5426892955718237 and a kurtosis value of 0.6165082839573488. The Fractal dimension analysis yields a value of -0.11756206515795255, indicating a Complex and irregular time-series structure.  Among the numerical predictors, the series has 100.0% of the numerical features detected as stationary. There are no seasonality components detected in the numerical predictors. the numerical predictors also exhibit skewness values ranging from 0.05204031421991842 to 1.6305223863385736, and kurtosis values of 0.015269718535654064 to 3.603680523769795. The fractal dimension analysis yields values ranging from -0.8169560357898638 to -0.07189654098505496 indicating a Complex and irregular time-series structure for the numerical predictors. The correlation values among the numerical predictors have a minimum of -0.9425130865225162, maximum 1.0, mean 0.11423428258690109, and standard deviation 0.5459445374610743. Among the categorical predictors, the count of symbols ranges from 62 to 68 with a minimum entropy value 0.521058827908563, maximum entropy 5.054470604536648, mean 2.7877647162226054, and standard deviation 2.2667058883140423. The dataset is converted into a simple regression task by extracting the previously described features.",RandomForestRegressor,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}"
1031-32-1-1-1.csv,"A multivariate regression time-series dataset consists of 7550 instances and 17 features. The percentage of numerical features to categorical features in the dataset is 15.0  The dataset has a sampling rate of 60.0 minutes. The percentage of missing values in the target column is 1.11%. he missing values percentages for numerical features range from 8400% to 222300% with mean 22660.0%, and standard deviation 55228.74%. The target series has a minimum value 13.8, maximum value 41.3, median 25.2, mean 26.49337005097027, and average standard deviation of 0.1614014827459988 for the 10 percentiles. The series is detected as stationary using dickey fuller test . The series has 10 significant lags observed using the partial autocorrelation function (pACF), the pACF values for these 10 lags ranges from 0.9432012604601734 for the lag number 1 to -0.048520670433956345 for the lag number 9.There are no insignificant lags in between the first and the last significant ones. The series looks to be a multiplicative time-series with a linear trend.  There are no seasonality components detected in the series The series exhibits a skewness value of 0.5003229524540526 and a kurtosis value of 0.5116803974002995. The Fractal dimension analysis yields a value of -0.12160854089918877, indicating a Complex and irregular time-series structure.  Among the numerical predictors, the series has 100.0% of the numerical features detected as stationary. There are no seasonality components detected in the numerical predictors. the numerical predictors also exhibit skewness values ranging from 0.01364750032384499 to 1.2439672728610018, and kurtosis values of 0.09782398151713334 to 2.328248980946801. The fractal dimension analysis yields values ranging from -0.7279025265991586 to -0.07874735724798487 indicating a Complex and irregular time-series structure for the numerical predictors. The correlation values among the numerical predictors have a minimum of -0.8666538995787362, maximum 1.0, mean 0.11103853644898976, and standard deviation 0.5479251967500811. Among the categorical predictors, the count of symbols ranges from 72 to 72 with a minimum entropy value 0.5947335131756508, maximum entropy 0.5947335131756508, mean 0.5947335131756508, and standard deviation 0.0. The dataset is converted into a simple regression task by extracting the previously described features.",RandomForestRegressor,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}"
1031-32-2-1-6.csv,"A multivariate regression time-series dataset consists of 7330 instances and 16 features. The percentage of numerical features to categorical features in the dataset is 14.0  The dataset has a sampling rate of 60.0 minutes. The percentage of missing values in the target column is 0.0%. he missing values percentages for numerical features range from 0% to 214200% with mean 15328.57%, and standard deviation 57239.23%. The target series has a minimum value 13.4, maximum value 40.8, median 26.1, mean 27.279915288973903, and average standard deviation of 0.16661249689994578 for the 10 percentiles. The series is detected as stationary using dickey fuller test . The series has 10 significant lags observed using the partial autocorrelation function (pACF), the pACF values for these 10 lags ranges from 0.9443988907849241 for the lag number 1 to -0.023462166466799723 for the lag number 9.There are no insignificant lags in between the first and the last significant ones. The series looks to be a multiplicative time-series with a linear trend.  There are no seasonality components detected in the series The series exhibits a skewness value of 0.3756768047035633 and a kurtosis value of 0.5650102327649962. The Fractal dimension analysis yields a value of -0.1406582192191592, indicating a Complex and irregular time-series structure.  Among the numerical predictors, the series has 78.57% of the numerical features detected as stationary. There are no seasonality components detected in the numerical predictors. the numerical predictors also exhibit skewness values ranging from 0.10629704666426777 to 2.973548046634169, and kurtosis values of 0.3967921661321925 to 13.475050420854437. The fractal dimension analysis yields values ranging from -0.697681463716033 to -0.08569465255594134 indicating a Complex and irregular time-series structure for the numerical predictors. The correlation values among the numerical predictors have a minimum of -0.8566705529203062, maximum 1.0, mean 0.16684977692150255, and standard deviation 0.5194220521992123. Among the categorical predictors, the count of symbols ranges from 65 to 65 with a minimum entropy value 0.4944460541779293, maximum entropy 0.4944460541779293, mean 0.4944460541779293, and standard deviation 0.0. The dataset is converted into a simple regression task by extracting the previously described features.",XGBoostRegressor,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 50, 'random_state': 42, 'subsample': 0.8}"
1031-22-1-1-4.csv,"A multivariate regression time-series dataset consists of 7616 instances and 17 features. The percentage of numerical features to categorical features in the dataset is 3.0  The dataset has a sampling rate of 60.0 minutes. The percentage of missing values in the target column is 0.0%. he missing values percentages for numerical features range from 0% to 542400% with mean 62075.0%, and standard deviation 158131.77%.Similarly, the missing values percentages for categorical features range from 0% to 0% with mean 0.0%, and standard deviation 0.0%. The target series has a minimum value -9999.0, maximum value 35.1, median 24.9, mean 24.669401709401708, and average standard deviation of 0.003903647595983907 for the 10 percentiles. The series is detected as stationary using dickey fuller test . The series has No significant lags observed using the partial autocorrelation function (pACF).  The series looks to be a multiplicative time-series with a linear trend.  There are no seasonality components detected in the series The series exhibits a skewness value of 87.10974658458935 and a kurtosis value of 7593.734971072644. The Fractal dimension analysis yields a value of -0.7134908230028549, indicating a Complex and irregular time-series structure.  Among the numerical predictors, the series has 100.0% of the numerical features detected as stationary. There are no seasonality components detected in the numerical predictors. the numerical predictors also exhibit skewness values ranging from 0.04996079273549905 to 87.19714072801698, and kurtosis values of 1.912636851679045 to 7603.894040744859. The fractal dimension analysis yields values ranging from -0.9152160329565584 to -0.05910690769623264 indicating a Complex and irregular time-series structure for the numerical predictors. The correlation values among the numerical predictors have a minimum of -0.18293441792729356, maximum 1.0, mean 0.7211336230993104, and standard deviation 0.38950018500384975. Among the categorical predictors, the count of symbols ranges from 51 to 76 with a minimum entropy value 4.209662813291211, maximum entropy 5.218023568373276, mean 4.689285705390013, and standard deviation 0.37074576736382026. The dataset is converted into a simple regression task by extracting the previously described features.",ElasticNetRegressor,"{'l1_ratio': 0.3, 'random_state': 42, 'selection': 'random'}"
1031-4-3-1-4.csv,"A multivariate regression time-series dataset consists of 7652 instances and 17 features. The percentage of numerical features to categorical features in the dataset is 15.0  The dataset has a sampling rate of 60.0 minutes. The percentage of missing values in the target column is 6.34%. he missing values percentages for numerical features range from 48500% to 273800% with mean 63520.0%, and standard deviation 58172.21%. The target series has a minimum value 17.9, maximum value 40.2, median 26.7, mean 27.56664132876742, and average standard deviation of 0.17516112426536784 for the 10 percentiles. The series is detected as stationary using dickey fuller test . The series has 9 significant lags observed using the partial autocorrelation function (pACF), the pACF values for these 9 lags ranges from 0.9352026889091654 for the lag number 1 to 0.024075867008565028 for the lag number 10. There exist 1 insignificant lags at these indices 9 between the first and the last significant ones.  The series looks to be a multiplicative time-series with a linear trend.  There are no seasonality components detected in the series The series exhibits a skewness value of 0.5254926448786373 and a kurtosis value of 0.5810366804172538. The Fractal dimension analysis yields a value of -0.20100162024176724, indicating a Complex and irregular time-series structure.  Among the numerical predictors, the series has 80.0% of the numerical features detected as stationary. There are no seasonality components detected in the numerical predictors. the numerical predictors also exhibit skewness values ranging from 0.16997796257299833 to 1.894143834529615, and kurtosis values of 0.029808031164617166 to 4.409826141674937. The fractal dimension analysis yields values ranging from -0.8250150351498076 to -0.13253799341900677 indicating a Complex and irregular time-series structure for the numerical predictors. The correlation values among the numerical predictors have a minimum of -0.8175348418254441, maximum 1.0, mean 0.10659233257050466, and standard deviation 0.5701515142567245. Among the categorical predictors, the count of symbols ranges from 71 to 71 with a minimum entropy value 0.481818723369318, maximum entropy 0.481818723369318, mean 0.481818723369318, and standard deviation 0.0. The dataset is converted into a simple regression task by extracting the previously described features.",ExtraTreesRegressor,"{'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 50, 'random_state': 42}"
1028-37.csv,"A multivariate regression time-series dataset consists of 6231 instances and 9 features. All features in the dataset are numerical.  The dataset has a sampling rate of 1440.0 minutes. The percentage of missing values in the target column is 0.02%. he missing values percentages for numerical features range from 100% to 100% with mean 100.0%, and standard deviation 0.0%. The target series has a minimum value 58.8, maximum value 1365.15, median 409.925, mean 448.0653661443341, and average standard deviation of 0.09197673819082673 for the 10 percentiles. The series is detected as non-stationary using dickey fuller test and it turns into a stationary series using first order differencing.  The series has 6 significant lags observed using the partial autocorrelation function (pACF), the pACF values for these 6 lags ranges from 0.9992306596961422 for the lag number 1 to 0.03097680814800714 for the lag number 9. There exist 4 insignificant lags at these indices 4,5,7,8 between the first and the last significant ones.  The series looks to be a multiplicative time-series with a logistic trend.  There are no seasonality components detected in the series The series exhibits a skewness value of 0.8243183053064843 and a kurtosis value of 0.21125205550799242. The Fractal dimension analysis yields a value of -0.3625784477196656, indicating a Complex and irregular time-series structure.  Among the numerical predictors, the series has 25.0% of the numerical features detected as stationary. There are no seasonality components detected in the numerical predictors. the numerical predictors also exhibit skewness values ranging from 0.8245291033712622 to 5.811458415761277, and kurtosis values of 0.2068140548309203 to 122.74580284423229. The fractal dimension analysis yields values ranging from -0.6533068261870143 to -0.30209596836273783 indicating a Complex and irregular time-series structure for the numerical predictors. The correlation values among the numerical predictors have a minimum of -0.13028496202257142, maximum 1.0, mean 0.6531947054530322, and standard deviation 0.45644709565588265.  The dataset is converted into a simple regression task by extracting the previously described features.",LassoRegressor,"{'alpha': 0.5657799882610194, 'random_state': 42, 'selection': 'cyclic'}"
1031-37-2-1-1.csv,"A multivariate regression time-series dataset consists of 7823 instances and 17 features. All features in the dataset are numerical.  The dataset has a sampling rate of 60.0 minutes. The percentage of missing values in the target column is 0.93%. he missing values percentages for numerical features range from 7300% to 251000% with mean 22531.25%, and standard deviation 60925.0%. The target series has a minimum value 20.7, maximum value 36.3, median 25.1, mean 26.268088479640305, and average standard deviation of 0.1888334899058401 for the 10 percentiles. The series is detected as stationary using dickey fuller test . The series has 10 significant lags observed using the partial autocorrelation function (pACF), the pACF values for these 10 lags ranges from 0.9292529221115181 for the lag number 1 to -0.035707646053831525 for the lag number 9.There are no insignificant lags in between the first and the last significant ones. The series looks to be a multiplicative time-series with a linear trend.  There are no seasonality components detected in the series The series exhibits a skewness value of 0.9263901232307985 and a kurtosis value of 0.15539862245959046. The Fractal dimension analysis yields a value of -0.16958878555187717, indicating a Complex and irregular time-series structure.  Among the numerical predictors, the series has 100.0% of the numerical features detected as stationary. There are no seasonality components detected in the numerical predictors. the numerical predictors also exhibit skewness values ranging from 0.06908254322926477 to 10.798216008499196, and kurtosis values of 0.03470487469173644 to 148.61889063243297. The fractal dimension analysis yields values ranging from -0.8093650950153121 to -0.09939611709945471 indicating a Complex and irregular time-series structure for the numerical predictors. The correlation values among the numerical predictors have a minimum of -0.9706966977819039, maximum 1.0, mean 0.10007404955816593, and standard deviation 0.5051045022090029.  The dataset is converted into a simple regression task by extracting the previously described features.",RandomForestRegressor,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 200, 'random_state': 42}"
